booking_id,passenger_key,flight_id,route_key,airline_key,booking_date_key,booking_date,status,is_confirmed,is_cancelled,is_pending,is_status_imputed,seat_number,passport_masked
B1246,541,6F230,22,2,20260409,2026-04-09 11:37:36.951,CONFIRMED,1,0,0,False,33B,V7****68
B1247,391,SJ138,6,3,20250813,2025-08-13 11:37:36.951,CANCELLED,0,1,0,False,15F,N9****95
B1248,270,AI246,26,1,20260304,2026-03-04 11:37:36.951,PENDING,0,0,1,False,16B,C9****07
B1249,759,6F179,14,2,20250606,2025-06-06 11:37:36.951,CANCELLED,0,1,0,False,26B,W8****17
B1250,12,6F031,26,2,20260128,2026-01-28 11:37:36.951,CANCELLED,0,1,0,False,16F,B9****68
B1251,867,UK015,6,4,20250830,2025-08-30 11:37:36.951,PENDING,0,0,1,False,29A,P0****21
B1252,389,UK001,12,4,20250421,2025-04-21 11:37:36.951,CANCELLED,0,1,0,False,27C,L1****93
B1253,337,6F133,23,2,20260227,2026-02-27 11:37:36.951,CANCELLED,0,1,0,False,15E,V9****88
B1254,506,6F143,12,2,20250722,2025-07-22 11:37:36.951,CANCELLED,0,1,0,False,5D,E4****79
B1255,106,UK165,7,4,20250922,2025-09-22 11:37:36.951,CANCELLED,0,1,0,False,23F,C1****93
B1256,32,6F083,30,2,20250810,2025-08-10 11:37:36.951,CANCELLED,0,1,0,False,22B,G6****60
B1257,74,AI082,18,1,20250819,2025-08-19 11:37:36.951,CANCELLED,0,1,0,False,11C,J5****50
B1258,171,AI164,7,1,20251028,2025-10-28 11:37:36.951,CANCELLED,0,1,0,False,21F,K7****16
B1259,849,SJ155,18,3,20260119,2026-01-19 11:37:36.951,CANCELLED,0,1,0,False,31F,K4****17
B1260,69,AI189,12,1,20260104,2026-01-04 11:37:36.951,CANCELLED,0,1,0,False,1D,V2****80
B1261,813,SJ057,2,3,20251221,2025-12-21 11:37:36.951,CONFIRMED,1,0,0,False,34A,W2****46
B1262,362,SJ198,28,3,20250507,2025-05-07 11:37:36.951,CONFIRMED,1,0,0,False,16F,Y2****69
B1263,649,6F122,7,2,20260103,2026-01-03 11:37:36.951,CANCELLED,0,1,0,False,6C,Y8****94
B1264,433,SJ097,2,3,20260415,2026-04-15 11:37:36.951,CONFIRMED,1,0,0,False,12A,J5****29
B1265,929,UK203,29,4,20250806,2025-08-06 11:37:36.951,PENDING,0,0,1,False,28F,H6****71
B1266,996,UK093,15,4,20260116,2026-01-16 11:37:36.951,CONFIRMED,1,0,0,False,27F,Y8****53
B1267,100,AI205,6,1,20250521,2025-05-21 11:37:36.951,CANCELLED,0,1,0,False,32A,V9****06
B1268,658,AI102,22,1,20260116,2026-01-16 11:37:36.951,PENDING,0,0,1,True,12A,Y9****94
B1269,9,6F046,7,2,20250906,2025-09-06 11:37:36.951,CONFIRMED,1,0,0,False,4C,N4****76
B1270,574,SJ017,9,3,20250602,2025-06-02 11:37:36.951,PENDING,0,0,1,True,22E,F0****77
B1271,697,6F156,3,2,20251020,2025-10-20 11:37:36.951,PENDING,0,0,1,False,28B,R4****90
B1272,29,AI068,26,1,20250718,2025-07-18 11:37:36.951,PENDING,0,0,1,False,19A,M4****65
B1273,893,AI150,8,1,20250605,2025-06-05 11:37:36.951,PENDING,0,0,1,True,28B,Z5****00
B1274,114,UK008,22,4,20251015,2025-10-15 11:37:36.951,PENDING,0,0,1,False,20D,F2****77
B1275,462,6F166,2,2,20250711,2025-07-11 11:37:36.951,PENDING,0,0,1,False,18F,L9****12
B1276,921,6F177,14,2,20250715,2025-07-15 11:37:36.951,CONFIRMED,1,0,0,False,1A,M8****00
B1277,143,AI196,19,1,20260119,2026-01-19 11:37:36.951,PENDING,0,0,1,False,12E,V6****31
B1278,390,SJ191,6,3,20250809,2025-08-09 11:37:36.951,CONFIRMED,1,0,0,False,5B,A4****26
B1279,632,6F019,6,2,20250510,2025-05-10 11:37:36.951,PENDING,0,0,1,True,28C,B3****53
B1280,682,AI226,29,1,20260412,2026-04-12 11:37:36.951,CONFIRMED,1,0,0,False,33B,W0****54
B1281,157,SJ207,18,3,20260121,2026-01-21 11:37:36.951,CANCELLED,0,1,0,False,4A,D8****54
B1282,335,AI009,18,1,20251230,2025-12-30 11:37:36.951,CANCELLED,0,1,0,False,8B,K5****31
B1283,861,AI103,6,1,20250508,2025-05-08 11:37:36.951,PENDING,0,0,1,True,29D,R4****17
B1284,260,SJ127,8,3,20260222,2026-02-22 11:37:36.951,CANCELLED,0,1,0,False,25F,K2****88
B1285,82,UK188,23,4,20260326,2026-03-26 11:37:36.951,CANCELLED,0,1,0,False,25B,C7****19
B1286,754,6F010,7,2,20250925,2025-09-25 11:37:36.951,PENDING,0,0,1,True,33B,L3****58
B1287,441,SJ098,14,3,20251213,2025-12-13 11:37:36.951,CANCELLED,0,1,0,False,5F,H5****18
B1288,945,6F058,2,2,20251211,2025-12-11 11:37:36.951,PENDING,0,0,1,False,18C,T8****52
B1289,172,SJ030,4,3,20260323,2026-03-23 11:37:36.951,PENDING,0,0,1,False,24F,M4****38
B1290,231,UK175,6,4,20250726,2025-07-26 11:37:36.951,CANCELLED,0,1,0,False,16F,Y9****05
B1291,720,SJ108,29,3,20260401,2026-04-01 11:37:36.951,PENDING,0,0,1,False,28E,W7****69
B1292,75,6F075,2,2,20250803,2025-08-03 11:37:36.951,CONFIRMED,1,0,0,False,7C,Y0****27
B1293,270,UK222,2,4,20250831,2025-08-31 11:37:36.951,CONFIRMED,1,0,0,False,25F,E4****98
B1294,899,6F250,22,2,20250713,2025-07-13 11:37:36.951,CANCELLED,0,1,0,False,34B,J2****72
B1295,626,AI096,12,1,20251229,2025-12-29 11:37:36.951,CANCELLED,0,1,0,False,14B,D2****62
B1296,62,AI216,2,1,20251223,2025-12-23 11:37:36.951,CANCELLED,0,1,0,False,1B,X8****01
B1297,874,6F193,16,2,20260123,2026-01-23 11:37:36.951,PENDING,0,0,1,False,8A,A0****66
B1298,320,SJ194,12,3,20260102,2026-01-02 11:37:36.951,PENDING,0,0,1,False,6C,Z9****08
B1299,102,SJ020,6,3,20250911,2025-09-11 11:37:36.951,CONFIRMED,1,0,0,False,16F,N1****45
B1300,429,6F070,13,2,20250614,2025-06-14 11:37:36.951,PENDING,0,0,1,False,21C,V0****23
B1301,874,AI051,23,1,20250903,2025-09-03 11:37:36.951,CONFIRMED,1,0,0,False,12A,L1****76
B1302,722,UK219,5,4,20251227,2025-12-27 11:37:36.951,PENDING,0,0,1,False,3D,J5****50
B1303,954,AI235,29,1,20251213,2025-12-13 11:37:36.951,CONFIRMED,1,0,0,False,20A,N6****65
B1304,255,6F022,23,2,20251213,2025-12-13 11:37:36.951,PENDING,0,0,1,True,18E,H4****16
B1305,532,SJ114,13,3,20250928,2025-09-28 11:37:36.951,PENDING,0,0,1,False,13C,V9****66
B1306,570,SJ076,9,3,20251201,2025-12-01 11:37:36.951,CONFIRMED,1,0,0,False,30A,W9****69
B1307,112,UK227,5,4,20260126,2026-01-26 11:37:36.951,PENDING,0,0,1,False,32E,P8****78
B1308,985,UK135,13,4,20250722,2025-07-22 11:37:36.951,CANCELLED,0,1,0,False,30D,A5****71
B1309,313,AI234,16,1,20250506,2025-05-06 11:37:36.951,CONFIRMED,1,0,0,False,30F,Y3****65
B1310,998,6F113,2,2,20250820,2025-08-20 11:37:36.951,PENDING,0,0,1,False,5D,A4****52
B1311,461,SJ206,18,3,20251116,2025-11-16 11:37:36.951,PENDING,0,0,1,False,9D,V5****41
B1312,708,AI015,25,1,20260329,2026-03-29 11:37:36.951,PENDING,0,0,1,True,6E,Y2****24
B1313,887,6F260,12,2,20250516,2025-05-16 11:37:36.951,CANCELLED,0,1,0,False,33E,P4****75
B1314,462,AI061,2,1,20250428,2025-04-28 11:37:36.951,CONFIRMED,1,0,0,False,19C,B4****85
B1315,865,6F237,14,2,20260326,2026-03-26 11:37:36.951,PENDING,0,0,1,False,9C,B5****92
B1316,92,SJ099,23,3,20260106,2026-01-06 11:37:36.951,PENDING,0,0,1,False,27C,A9****35
B1317,52,SJ146,24,3,20260224,2026-02-24 11:37:36.951,CANCELLED,0,1,0,False,21F,F3****82
B1318,805,SJ146,24,3,20250523,2025-05-23 11:37:36.951,CANCELLED,0,1,0,False,29B,B1****24
B1319,520,6F071,18,2,20250504,2025-05-04 11:37:36.951,CONFIRMED,1,0,0,False,4C,P1****71
B1320,812,6F272,14,2,20250813,2025-08-13 11:37:36.951,PENDING,0,0,1,False,6C,D9****71
B1321,98,SJ029,13,3,20260212,2026-02-12 11:37:36.951,PENDING,0,0,1,False,13A,C0****92
B1322,236,UK084,11,4,20250727,2025-07-27 11:37:36.951,CONFIRMED,1,0,0,False,6E,C6****74
B1323,901,SJ048,23,3,20260206,2026-02-06 11:37:36.951,CONFIRMED,1,0,0,False,14D,L4****76
B1324,374,AI108,25,1,20260204,2026-02-04 11:37:36.951,CANCELLED,0,1,0,False,33B,Y4****19
B1325,581,SJ134,2,3,20250811,2025-08-11 11:37:36.951,CANCELLED,0,1,0,False,3B,K8****45
B1326,927,UK146,16,4,20251031,2025-10-31 11:37:36.951,CONFIRMED,1,0,0,False,14F,W9****74
B1327,557,SJ036,4,3,20250924,2025-09-24 11:37:36.951,CONFIRMED,1,0,0,False,26C,J8****80
B1328,649,6F202,24,2,20251101,2025-11-01 11:37:36.951,PENDING,0,0,1,False,33B,P7****44
B1329,234,UK041,14,4,20260213,2026-02-13 11:37:36.951,CONFIRMED,1,0,0,False,22C,L3****80
B1330,32,6F078,2,2,20251206,2025-12-06 11:37:36.951,CONFIRMED,1,0,0,False,23A,R4****95
B1331,289,AI097,14,1,20250703,2025-07-03 11:37:36.951,PENDING,0,0,1,False,22C,F3****08
B1332,638,UK159,22,4,20260115,2026-01-15 11:37:36.951,CONFIRMED,1,0,0,False,7D,T4****11
B1333,579,UK044,6,4,20250906,2025-09-06 11:37:36.951,CANCELLED,0,1,0,False,12B,Y0****60
B1334,542,6F176,12,2,20250927,2025-09-27 11:37:36.951,CANCELLED,0,1,0,False,6F,Y5****20
B1335,114,SJ221,19,3,20260211,2026-02-11 11:37:36.951,PENDING,0,0,1,False,4A,R5****26
B1336,204,6F112,13,2,20250703,2025-07-03 11:37:36.951,CONFIRMED,1,0,0,False,22A,L3****79
B1337,29,6F246,13,2,20251020,2025-10-20 11:37:36.951,PENDING,0,0,1,True,4C,B7****79
B1338,643,6F014,9,2,20260221,2026-02-21 11:37:36.951,CANCELLED,0,1,0,False,14C,A3****49
B1339,474,AI237,2,1,20250917,2025-09-17 11:37:36.951,CANCELLED,0,1,0,False,28A,X1****03
B1340,697,6F003,17,2,20251214,2025-12-14 11:37:36.951,CANCELLED,0,1,0,False,12E,C8****59
B1341,253,6F249,17,2,20250704,2025-07-04 11:37:36.951,CONFIRMED,1,0,0,False,5A,H5****56
B1342,798,UK149,11,4,20250429,2025-04-29 11:37:36.951,CONFIRMED,1,0,0,False,4A,T9****96
B1343,905,SJ163,4,3,20260308,2026-03-08 11:37:36.951,CONFIRMED,1,0,0,False,9F,R7****84
B1344,922,SJ243,30,3,20260328,2026-03-28 11:37:36.951,CONFIRMED,1,0,0,False,1D,G9****30
B1345,386,UK113,12,4,20250606,2025-06-06 11:37:36.951,CANCELLED,0,1,0,False,1A,N2****25
B1346,62,AI071,16,1,20250607,2025-06-07 11:37:36.951,PENDING,0,0,1,False,30E,N5****41
B1347,515,6F271,14,2,20260207,2026-02-07 11:37:36.951,PENDING,0,0,1,False,22A,X0****34
B1348,430,SJ015,2,3,20250605,2025-06-05 11:37:36.951,CANCELLED,0,1,0,False,27E,B9****30
B1349,580,UK047,29,4,20251119,2025-11-19 11:37:36.951,CANCELLED,0,1,0,False,9E,A2****73
B1350,537,UK020,23,4,20260204,2026-02-04 11:37:36.951,PENDING,0,0,1,False,12A,L7****75
B1351,691,AI122,2,1,20250903,2025-09-03 11:37:36.951,PENDING,0,0,1,False,27F,X6****33
B1352,141,UK223,12,4,20251020,2025-10-20 11:37:36.951,CANCELLED,0,1,0,False,17D,A2****21
B1353,743,6F148,28,2,20250919,2025-09-19 11:37:36.951,CANCELLED,0,1,0,False,15F,Y2****52
B1354,300,SJ162,4,3,20251214,2025-12-14 11:37:36.951,CONFIRMED,1,0,0,False,34A,G6****15
B1355,675,6F127,17,2,20260330,2026-03-30 11:37:36.951,CONFIRMED,1,0,0,False,28B,A5****18
B1356,311,AI173,13,1,20251110,2025-11-10 11:37:36.951,PENDING,0,0,1,False,11F,W8****77
B1357,471,6F065,23,2,20260205,2026-02-05 11:37:36.951,PENDING,0,0,1,True,14A,W8****78
B1358,393,AI053,12,1,20250622,2025-06-22 11:37:36.951,PENDING,0,0,1,False,20A,E8****45
B1359,642,AI241,24,1,20251022,2025-10-22 11:37:36.951,CONFIRMED,1,0,0,False,14E,E2****28
B1360,445,AI105,12,1,20250615,2025-06-15 11:37:36.951,PENDING,0,0,1,True,18D,E3****14
B1361,758,AI110,2,1,20250824,2025-08-24 11:37:36.951,PENDING,0,0,1,False,13F,G2****59
B1362,809,AI252,13,1,20251022,2025-10-22 11:37:36.951,CONFIRMED,1,0,0,False,15B,E0****42
B1363,172,AI149,5,1,20251214,2025-12-14 11:37:36.951,CANCELLED,0,1,0,False,3B,R7****53
B1364,576,AI224,4,1,20250909,2025-09-09 11:37:36.951,PENDING,0,0,1,False,23F,L0****00
B1365,31,UK158,16,4,20250703,2025-07-03 11:37:36.951,CANCELLED,0,1,0,False,15B,R7****19
B1366,47,6F125,2,2,20250505,2025-05-05 11:37:36.951,CANCELLED,0,1,0,False,25E,A2****74
B1367,130,UK164,5,4,20251214,2025-12-14 11:37:36.951,CONFIRMED,1,0,0,False,18A,X8****38
B1368,352,UK007,4,4,20251226,2025-12-26 11:37:36.951,CANCELLED,0,1,0,False,1E,F2****67
B1369,978,6F118,20,2,20260318,2026-03-18 11:37:36.951,PENDING,0,0,1,False,15F,N8****06
B1370,845,SJ004,11,3,20260101,2026-01-01 11:37:36.951,CANCELLED,0,1,0,False,19C,C9****04
B1371,622,6F206,10,2,20250925,2025-09-25 11:37:36.951,CANCELLED,0,1,0,False,15E,B7****93
B1372,581,SJ130,8,3,20250511,2025-05-11 11:37:36.951,CANCELLED,0,1,0,False,11D,A4****32
B1373,58,SJ070,21,3,20260214,2026-02-14 11:37:36.951,CANCELLED,0,1,0,False,22F,D1****62
B1374,106,AI085,4,1,20250424,2025-04-24 11:37:36.951,CANCELLED,0,1,0,False,7F,E1****79
B1375,812,SJ109,8,3,20250902,2025-09-02 11:37:36.951,CONFIRMED,1,0,0,False,15B,Z3****64
B1376,330,AI168,18,1,20250824,2025-08-24 11:37:36.951,PENDING,0,0,1,False,16B,H2****05
B1377,768,UK123,8,4,20251024,2025-10-24 11:37:36.951,CONFIRMED,1,0,0,False,26A,G0****87
B1378,824,UK110,13,4,20260116,2026-01-16 11:37:36.951,PENDING,0,0,1,False,30D,J5****75
B1379,683,AI206,1,1,20251102,2025-11-02 11:37:36.951,PENDING,0,0,1,False,31C,Z5****59
B1380,383,6F007,14,2,20260416,2026-04-16 11:37:36.951,PENDING,0,0,1,False,6B,Y8****42
B1381,985,SJ013,9,3,20251111,2025-11-11 11:37:36.951,PENDING,0,0,1,False,33A,M0****94
B1382,162,UK061,6,4,20250919,2025-09-19 11:37:36.951,PENDING,0,0,1,False,20D,N9****66
B1383,997,AI010,5,1,20250924,2025-09-24 11:37:36.951,CANCELLED,0,1,0,False,8C,H0****59
B1384,286,AI024,3,1,20250516,2025-05-16 11:37:36.951,CONFIRMED,1,0,0,False,11D,D4****33
B1385,71,UK130,23,4,20250608,2025-06-08 11:37:36.951,CONFIRMED,1,0,0,False,30B,L4****63
B1386,767,AI161,28,1,20260312,2026-03-12 11:37:36.951,CANCELLED,0,1,0,False,10A,A0****52
B1387,454,SJ208,4,3,20250723,2025-07-23 11:37:36.951,PENDING,0,0,1,False,24F,W7****23
B1388,886,6F038,14,2,20250923,2025-09-23 11:37:36.951,PENDING,0,0,1,True,8D,F6****70
B1389,567,6F085,14,2,20260222,2026-02-22 11:37:36.951,PENDING,0,0,1,True,30D,F0****37
B1390,835,SJ028,28,3,20260309,2026-03-09 11:37:36.951,CANCELLED,0,1,0,False,8C,P6****70
B1391,397,SJ084,14,3,20251126,2025-11-26 11:37:36.951,CONFIRMED,1,0,0,False,21F,B5****05
B1392,515,AI139,14,1,20260327,2026-03-27 11:37:36.951,CONFIRMED,1,0,0,False,21D,A2****42
B1393,26,UK179,4,4,20260406,2026-04-06 11:37:36.951,PENDING,0,0,1,False,26E,P0****13
B1394,313,6F256,2,2,20250723,2025-07-23 11:37:36.951,PENDING,0,0,1,False,23F,F0****95
B1395,126,UK023,9,4,20260210,2026-02-10 11:37:36.951,PENDING,0,0,1,True,23B,N2****73
B1396,408,AI039,23,1,20250803,2025-08-03 11:37:36.951,PENDING,0,0,1,True,13E,M3****73
B1397,565,UK190,7,4,20260205,2026-02-05 11:37:36.951,CANCELLED,0,1,0,False,28D,K5****23
B1398,198,6F224,9,2,20260204,2026-02-04 11:37:36.951,PENDING,0,0,1,False,3E,M0****87
B1399,811,UK221,12,4,20250531,2025-05-31 11:37:36.951,PENDING,0,0,1,False,7A,Y7****60
B1400,188,SJ107,16,3,20260402,2026-04-02 11:37:36.951,CANCELLED,0,1,0,False,12F,E6****88
B1401,698,UK155,19,4,20250420,2025-04-20 11:37:36.951,PENDING,0,0,1,True,21D,Z6****73
B1402,817,UK183,25,4,20260321,2026-03-21 11:37:36.951,CANCELLED,0,1,0,False,7E,E3****80
B1403,810,SJ203,4,3,20250508,2025-05-08 11:37:36.951,PENDING,0,0,1,False,26A,E5****25
B1404,716,6F253,23,2,20260307,2026-03-07 11:37:36.951,PENDING,0,0,1,True,16A,Y5****37
B1405,484,AI100,28,1,20250826,2025-08-26 11:37:36.951,PENDING,0,0,1,False,32F,B4****30
B1406,450,6F140,20,2,20250624,2025-06-24 11:37:36.951,CONFIRMED,1,0,0,False,15D,W4****01
B1407,523,UK048,11,4,20250826,2025-08-26 11:37:36.951,CONFIRMED,1,0,0,False,25A,B8****75
B1408,871,SJ204,12,3,20250729,2025-07-29 11:37:36.951,CONFIRMED,1,0,0,False,12F,J7****91
B1409,354,UK105,20,4,20260324,2026-03-24 11:37:36.951,CONFIRMED,1,0,0,False,28C,C6****55
B1410,986,AI098,14,1,20260413,2026-04-13 11:37:36.951,CONFIRMED,1,0,0,False,32C,C9****57
B1411,658,6F013,2,2,20251012,2025-10-12 11:37:36.951,CANCELLED,0,1,0,False,1A,T0****62
B1412,597,6F128,13,2,20251118,2025-11-18 11:37:36.951,CANCELLED,0,1,0,False,28E,E1****93
B1413,100,SJ038,30,3,20251005,2025-10-05 11:37:36.951,PENDING,0,0,1,True,14A,W9****87
B1414,616,SJ182,28,3,20260107,2026-01-07 11:37:36.951,CONFIRMED,1,0,0,False,25F,T7****27
B1415,948,6F199,9,2,20260322,2026-03-22 11:37:36.951,PENDING,0,0,1,False,23B,L9****86
B1416,558,SJ187,23,3,20250817,2025-08-17 11:37:36.951,CANCELLED,0,1,0,False,20B,X4****65
B1417,556,AI182,13,1,20250818,2025-08-18 11:37:36.951,PENDING,0,0,1,False,8E,X5****02
B1418,278,SJ027,16,3,20250504,2025-05-04 11:37:36.951,PENDING,0,0,1,False,19D,A5****97
B1419,693,SJ062,29,3,20260120,2026-01-20 11:37:36.951,CONFIRMED,1,0,0,False,20E,B0****64
B1420,699,SJ161,23,3,20260224,2026-02-24 11:37:36.951,CONFIRMED,1,0,0,False,27B,N4****41
B1421,990,UK058,3,4,20251003,2025-10-03 11:37:36.951,PENDING,0,0,1,True,23C,P0****63
B1422,626,AI181,19,1,20260104,2026-01-04 11:37:36.951,CANCELLED,0,1,0,False,12D,G0****69
B1423,491,AI003,29,1,20250612,2025-06-12 11:37:36.951,CONFIRMED,1,0,0,False,14A,D9****35
B1424,255,6F150,14,2,20251105,2025-11-05 11:37:36.951,CANCELLED,0,1,0,False,11D,R0****28
B1425,381,SJ175,23,3,20250628,2025-06-28 11:37:36.951,CANCELLED,0,1,0,False,34E,G6****94
B1426,892,6F041,3,2,20251215,2025-12-15 11:37:36.951,CANCELLED,0,1,0,False,17C,N5****45
B1427,542,SJ040,2,3,20260415,2026-04-15 11:37:36.951,CANCELLED,0,1,0,False,16E,J1****99
B1428,264,6F020,5,2,20250617,2025-06-17 11:37:36.951,CONFIRMED,1,0,0,False,27C,J4****94
B1429,610,AI248,12,1,20250508,2025-05-08 11:37:36.951,CANCELLED,0,1,0,False,27B,W2****58
B1430,825,SJ016,15,3,20260208,2026-02-08 11:37:36.951,CONFIRMED,1,0,0,False,11A,G9****13
B1431,879,UK204,30,4,20251121,2025-11-21 11:37:36.951,CONFIRMED,1,0,0,False,31C,X7****70
B1432,329,6F211,23,2,20250902,2025-09-02 11:37:36.951,CANCELLED,0,1,0,False,9B,M3****79
B1433,115,SJ166,20,3,20250507,2025-05-07 11:37:36.951,CONFIRMED,1,0,0,False,5B,A0****46
B1434,276,AI036,2,1,20251019,2025-10-19 11:37:36.951,PENDING,0,0,1,False,30C,B0****13
B1435,488,SJ215,12,3,20250918,2025-09-18 11:37:36.951,CONFIRMED,1,0,0,False,1E,V9****57
B1436,281,AI076,6,1,20260105,2026-01-05 11:37:36.951,CONFIRMED,1,0,0,False,20B,C9****58
B1437,275,SJ012,24,3,20251128,2025-11-28 11:37:36.951,CANCELLED,0,1,0,False,24A,L6****38
B1438,773,AI073,26,1,20260401,2026-04-01 11:37:36.951,PENDING,0,0,1,True,20D,F3****33
B1439,843,SJ173,20,3,20251109,2025-11-09 11:37:36.951,CONFIRMED,1,0,0,False,27E,J6****37
B1440,719,AI193,19,1,20260309,2026-03-09 11:37:36.951,CANCELLED,0,1,0,False,25E,W0****94
B1441,896,SJ131,19,3,20250922,2025-09-22 11:37:36.951,PENDING,0,0,1,True,13A,Z1****74
B1442,328,AI225,26,1,20250602,2025-06-02 11:37:36.951,PENDING,0,0,1,False,11E,L0****02
B1443,211,AI190,2,1,20251009,2025-10-09 11:37:36.951,CANCELLED,0,1,0,False,9E,N5****33
B1444,727,SJ238,23,3,20251225,2025-12-25 11:37:36.951,CONFIRMED,1,0,0,False,7B,H0****69
B1445,923,6F005,16,2,20251221,2025-12-21 11:37:36.951,PENDING,0,0,1,False,5F,H0****77
B1446,552,UK136,15,4,20250925,2025-09-25 11:37:36.951,PENDING,0,0,1,False,23C,P7****27
B1447,992,SJ063,3,3,20250521,2025-05-21 11:37:36.951,CONFIRMED,1,0,0,False,15F,B2****12
B1448,26,6F175,21,2,20251121,2025-11-21 11:37:36.951,CANCELLED,0,1,0,False,9E,T2****20
B1449,27,AI037,26,1,20250523,2025-05-23 11:37:36.951,PENDING,0,0,1,False,19A,C9****22
B1450,702,UK225,23,4,20251111,2025-11-11 11:37:36.951,CONFIRMED,1,0,0,False,21C,R6****77
B1451,83,AI141,30,1,20250520,2025-05-20 11:37:36.951,CONFIRMED,1,0,0,False,15E,Y9****58
B1452,896,6F172,26,2,20260126,2026-01-26 11:37:36.951,PENDING,0,0,1,False,3E,T2****25
B1453,946,6F219,11,2,20260207,2026-02-07 11:37:36.951,CANCELLED,0,1,0,False,16F,N8****37
B1454,682,AI045,14,1,20250816,2025-08-16 11:37:36.951,PENDING,0,0,1,False,8E,X1****10
B1455,413,AI198,1,1,20260412,2026-04-12 11:37:36.951,CONFIRMED,1,0,0,False,30A,B3****01
B1456,167,AI120,21,1,20250424,2025-04-24 11:37:36.951,PENDING,0,0,1,False,17F,B3****99
B1457,700,6F134,27,2,20250611,2025-06-11 11:37:36.951,CANCELLED,0,1,0,False,32D,Y5****22
B1458,169,UK102,15,4,20251119,2025-11-19 11:37:36.951,CONFIRMED,1,0,0,False,10B,H8****54
B1459,801,SJ199,17,3,20250610,2025-06-10 11:37:36.951,CANCELLED,0,1,0,False,1F,F6****33
B1460,979,6F235,14,2,20251001,2025-10-01 11:37:36.951,PENDING,0,0,1,False,32E,K4****88
B1461,229,UK065,2,4,20251014,2025-10-14 11:37:36.951,PENDING,0,0,1,False,33F,J7****96
B1462,979,6F135,19,2,20251203,2025-12-03 11:37:36.951,CANCELLED,0,1,0,False,26D,Y5****92
B1463,609,SJ148,7,3,20260210,2026-02-10 11:37:36.951,PENDING,0,0,1,False,31C,Y5****77
B1464,367,AI083,10,1,20260307,2026-03-07 11:37:36.951,CANCELLED,0,1,0,False,6B,M9****65
B1465,528,UK024,23,4,20250702,2025-07-02 11:37:36.951,PENDING,0,0,1,False,5C,Z5****41
B1466,791,UK220,6,4,20250427,2025-04-27 11:37:36.951,CANCELLED,0,1,0,False,28B,B2****63
B1467,647,UK115,6,4,20250430,2025-04-30 11:37:36.951,CANCELLED,0,1,0,False,25A,E6****06
B1468,538,AI255,21,1,20250716,2025-07-16 11:37:36.951,CONFIRMED,1,0,0,False,14F,J9****13
B1469,864,6F001,17,2,20251225,2025-12-25 11:37:36.951,CONFIRMED,1,0,0,False,11A,Z8****83
B1470,524,6F132,3,2,20250527,2025-05-27 11:37:36.951,CANCELLED,0,1,0,False,24E,E1****81
B1471,72,UK184,19,4,20260328,2026-03-28 11:37:36.951,PENDING,0,0,1,False,8E,W6****01
B1472,645,6F098,27,2,20250606,2025-06-06 11:37:36.951,PENDING,0,0,1,False,3D,W8****20
B1473,106,SJ168,28,3,20250719,2025-07-19 11:37:36.951,PENDING,0,0,1,False,21F,V7****58
B1474,732,SJ178,5,3,20250728,2025-07-28 11:37:36.951,CANCELLED,0,1,0,False,14C,N4****62
B1475,885,UK111,23,4,20260307,2026-03-07 11:37:36.951,CANCELLED,0,1,0,False,2C,Y2****32
B1476,965,SJ051,26,3,20260227,2026-02-27 11:37:36.951,CANCELLED,0,1,0,False,32E,K2****14
B1477,689,SJ193,12,3,20250706,2025-07-06 11:37:36.951,CANCELLED,0,1,0,False,18E,T9****99
B1478,282,SJ039,3,3,20260224,2026-02-24 11:37:36.951,CONFIRMED,1,0,0,False,28D,F8****03
B1479,133,UK066,2,4,20251217,2025-12-17 11:37:36.951,CANCELLED,0,1,0,False,22B,F0****28
B1480,534,SJ050,15,3,20260314,2026-03-14 11:37:36.951,PENDING,0,0,1,False,34B,D0****43
B1481,975,6F052,2,2,20250611,2025-06-11 11:37:36.951,CONFIRMED,1,0,0,False,4D,W2****90
B1482,269,SJ170,6,3,20250829,2025-08-29 11:37:36.951,PENDING,0,0,1,False,14E,P2****28
B1483,412,SJ119,2,3,20250609,2025-06-09 11:37:36.951,PENDING,0,0,1,True,26B,G3****51
B1484,673,AI219,30,1,20250507,2025-05-07 11:37:36.951,CONFIRMED,1,0,0,False,13B,D3****01
B1485,619,6F220,17,2,20250705,2025-07-05 11:37:36.951,CANCELLED,0,1,0,False,12D,H9****35
B1486,791,AI207,16,1,20250504,2025-05-04 11:37:36.951,CONFIRMED,1,0,0,False,3D,T5****61
B1487,865,6F024,8,2,20260126,2026-01-26 11:37:36.951,PENDING,0,0,1,False,5E,X2****43
B1488,747,SJ073,22,3,20250504,2025-05-04 11:37:36.951,CANCELLED,0,1,0,False,27E,Y7****15
B1489,18,SJ201,30,3,20250708,2025-07-08 11:37:36.951,CANCELLED,0,1,0,False,24F,K5****66
B1490,754,AI180,2,1,20260310,2026-03-10 11:37:36.951,CONFIRMED,1,0,0,False,29B,N2****25
B1491,117,UK022,4,4,20250716,2025-07-16 11:37:36.951,CONFIRMED,1,0,0,False,18F,V9****39
B1492,798,AI202,24,1,20260327,2026-03-27 11:37:36.951,CANCELLED,0,1,0,False,29C,Z0****90
B1493,794,6F212,25,2,20250601,2025-06-01 11:37:36.952,CONFIRMED,1,0,0,False,26D,Y6****79
